sample_id,family,distribution,vm,run,sample,started_at_utc,input_sha256,ffmpeg_exit_code,elapsed_s,process_cpu_percent,system_cpu_percent,process_rss_mb,system_memory_used_mb,system_memory_percent,logical_read_mb,logical_write_mb,logical_read_rate_mb_s,logical_write_rate_mb_s,storage_read_mb,storage_write_mb,threads,load_1m
debian-r01-s01,debian,debian,debian,1,1,2026-09-14T00:28:47+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,1.0,308.9,77.5,346.344,772.543,9.7,4.252,1.5,4.252,1.5,0.0,1.504,19.0,2.117
debian-r01-s02,debian,debian,debian,1,2,2026-09-14T00:28:47+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,2.002,348.2,87.0,346.887,778.629,9.8,7.565,3.5,3.305,1.995,0.0,3.504,19.0,2.117
debian-r01-s03,debian,debian,debian,1,3,2026-09-14T00:28:47+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,3.003,351.8,87.4,347.004,776.543,9.8,10.971,5.5,3.404,1.999,0.0,5.504,19.0,2.117
debian-r01-s04,debian,debian,debian,1,4,2026-09-14T00:28:47+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,4.004,346.9,86.8,347.023,774.414,9.7,14.284,7.5,3.311,1.999,0.0,7.504,19.0,2.117
debian-r01-s05,debian,debian,debian,1,5,2026-09-14T00:28:47+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,5.004,348.7,87.2,347.035,772.449,9.7,17.659,9.5,3.372,1.998,0.0,9.504,19.0,2.117
debian-r01-s06,debian,debian,debian,1,6,2026-09-14T00:28:47+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,6.006,344.5,85.8,349.984,778.582,9.8,20.877,11.25,3.214,1.748,0.0,11.254,19.0,2.428
debian-r01-s07,debian,debian,debian,1,7,2026-09-14T00:28:47+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,7.006,350.8,87.8,349.996,782.66,9.9,24.284,13.5,3.405,2.249,0.0,13.504,19.0,2.428
debian-r01-s08,debian,debian,debian,1,8,2026-09-14T00:28:47+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,8.01,351.7,87.8,350.008,779.168,9.8,27.69,15.5,3.394,1.993,0.0,15.504,19.0,2.428
debian-r01-s09,debian,debian,debian,1,9,2026-09-14T00:28:47+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,9.01,350.8,87.7,350.02,777.215,9.8,31.034,17.5,3.342,1.999,0.0,17.504,19.0,2.428
debian-r01-s10,debian,debian,debian,1,10,2026-09-14T00:28:47+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,10.011,157.9,39.0,0.0,463.074,5.8,,,,,,,1.0,2.428
debian-r02-s01,debian,debian,debian,2,1,2026-09-14T00:29:00+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,1.0,313.9,78.5,346.434,770.723,9.7,4.254,1.5,4.254,1.5,0.0,1.504,19.0,2.233
debian-r02-s02,debian,debian,debian,2,2,2026-09-14T00:29:00+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,2.002,343.2,86.3,346.914,768.781,9.7,7.629,3.5,3.367,1.995,0.0,3.504,19.0,2.233
debian-r02-s03,debian,debian,debian,2,3,2026-09-14T00:29:00+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,3.003,347.9,86.8,349.09,774.633,9.8,11.035,5.5,3.405,1.999,0.0,5.504,19.0,2.214
debian-r02-s04,debian,debian,debian,2,4,2026-09-14T00:29:00+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,4.006,351.0,87.5,349.102,780.629,9.8,14.442,7.5,3.397,1.994,0.0,7.504,19.0,2.214
debian-r02-s05,debian,debian,debian,2,5,2026-09-14T00:29:00+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,5.006,346.8,86.8,349.113,778.68,9.8,17.848,9.5,3.405,1.999,0.0,9.504,19.0,2.214
debian-r02-s06,debian,debian,debian,2,6,2026-09-14T00:29:00+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,6.006,341.8,85.2,349.129,776.609,9.8,21.129,11.5,3.28,1.999,0.0,11.504,19.0,2.214
debian-r02-s07,debian,debian,debian,2,7,2026-09-14T00:29:00+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,7.007,352.8,88.2,349.141,774.59,9.8,24.473,13.5,3.342,1.999,0.0,13.504,19.0,2.214
debian-r02-s08,debian,debian,debian,2,8,2026-09-14T00:29:00+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,8.007,346.9,86.6,349.152,772.586,9.7,27.879,15.5,3.405,1.999,0.0,15.504,19.0,2.117
debian-r02-s09,debian,debian,debian,2,9,2026-09-14T00:29:00+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,9.01,347.1,86.4,349.164,770.52,9.7,31.223,17.5,3.335,1.995,0.0,17.504,19.0,2.117
debian-r02-s10,debian,debian,debian,2,10,2026-09-14T00:29:00+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,10.011,135.9,34.1,0.0,465.902,5.9,,,,,,,1.0,2.117
debian-r03-s01,debian,debian,debian,3,1,2026-09-14T00:29:13+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,1.0,304.9,76.3,345.562,769.566,9.7,4.221,1.5,4.221,1.5,0.0,1.504,19.0,1.947
debian-r03-s02,debian,debian,debian,3,2,2026-09-14T00:29:13+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,2.004,349.7,87.3,346.078,767.633,9.7,7.627,3.5,3.394,1.993,0.0,3.504,19.0,1.947
debian-r03-s03,debian,debian,debian,3,3,2026-09-14T00:29:13+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,3.004,349.9,87.1,346.219,766.617,9.7,11.034,5.5,3.405,1.999,0.0,5.504,19.0,1.947
debian-r03-s04,debian,debian,debian,3,4,2026-09-14T00:29:13+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,4.005,343.9,86.0,346.293,764.582,9.6,14.315,7.5,3.28,1.999,0.0,7.504,19.0,1.947
debian-r03-s05,debian,debian,debian,3,5,2026-09-14T00:29:13+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,5.005,348.8,87.2,346.305,762.508,9.6,17.721,9.5,3.405,1.999,0.0,9.504,19.0,2.111
debian-r03-s06,debian,debian,debian,3,6,2026-09-14T00:29:13+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,6.005,345.9,86.4,346.316,760.555,9.6,20.971,11.5,3.249,1.999,0.0,11.504,19.0,2.111
debian-r03-s07,debian,debian,debian,3,7,2026-09-14T00:29:13+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,7.008,341.2,85.4,346.332,766.559,9.7,24.315,13.5,3.336,1.995,0.0,13.504,19.0,2.111
debian-r03-s08,debian,debian,debian,3,8,2026-09-14T00:29:13+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,8.008,345.9,86.5,346.348,764.738,9.6,27.627,15.25,3.311,1.749,0.0,15.254,19.0,2.111
debian-r03-s09,debian,debian,debian,3,9,2026-09-14T00:29:13+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,9.01,351.5,87.6,346.359,762.586,9.6,31.034,17.25,3.401,1.997,0.0,17.254,19.0,2.111
debian-r03-s10,debian,debian,debian,3,10,2026-09-14T00:29:13+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,10.01,156.9,38.5,0.0,466.355,5.9,,,,,,,1.0,2.183
debian-r04-s01,debian,debian,debian,4,1,2026-09-14T00:29:26+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,1.0,306.9,76.5,346.355,756.082,9.5,4.221,1.5,4.221,1.5,0.0,1.504,19.0,2.183
debian-r04-s02,debian,debian,debian,4,2,2026-09-14T00:29:26+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,2.001,343.8,85.9,346.883,757.949,9.5,7.565,3.5,3.342,1.999,0.0,3.504,19.0,2.489
debian-r04-s03,debian,debian,debian,4,3,2026-09-14T00:29:26+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,3.001,351.9,88.0,346.996,756.133,9.5,11.002,5.5,3.436,1.999,0.0,5.504,19.0,2.489
debian-r04-s04,debian,debian,debian,4,4,2026-09-14T00:29:26+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,4.006,346.4,86.3,347.039,756.137,9.5,14.377,7.5,3.36,1.991,0.0,7.504,19.0,2.489
debian-r04-s05,debian,debian,debian,4,5,2026-09-14T00:29:26+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,5.008,347.0,86.7,347.059,754.574,9.5,17.784,9.5,3.396,1.994,0.0,9.504,19.0,2.489
debian-r04-s06,debian,debian,debian,4,6,2026-09-14T00:29:26+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,6.009,334.9,83.9,347.074,754.172,9.5,20.971,11.5,3.186,1.999,0.0,11.504,19.0,2.489
debian-r04-s07,debian,debian,debian,4,7,2026-09-14T00:29:26+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,7.009,355.8,88.7,347.086,752.035,9.5,24.409,13.5,3.436,1.999,0.0,13.504,19.0,2.85
debian-r04-s08,debian,debian,debian,4,8,2026-09-14T00:29:26+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,8.012,354.2,88.7,350.074,764.246,9.6,27.877,15.5,3.461,1.996,0.0,15.504,19.0,2.85
debian-r04-s09,debian,debian,debian,4,9,2026-09-14T00:29:26+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,9.012,349.8,87.3,350.094,762.367,9.6,31.284,17.5,3.405,1.999,0.0,17.504,19.0,2.85
debian-r04-s10,debian,debian,debian,4,10,2026-09-14T00:29:26+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,10.012,131.9,33.3,0.0,468.184,5.9,,,,,,,1.0,2.85
debian-r05-s01,debian,debian,debian,5,1,2026-09-14T00:29:39+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,1.0,308.9,77.5,343.555,764.863,9.6,4.252,1.5,4.252,1.5,0.0,1.504,19.0,2.622
debian-r05-s02,debian,debian,debian,5,2,2026-09-14T00:29:39+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,2.0,349.9,87.5,344.031,762.906,9.6,7.627,3.5,3.374,1.999,0.0,3.504,19.0,2.622
debian-r05-s03,debian,debian,debian,5,3,2026-09-14T00:29:39+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,3.001,349.9,87.1,344.176,768.75,9.7,11.096,5.5,3.467,1.999,0.0,5.504,19.0,2.622
debian-r05-s04,debian,debian,debian,5,4,2026-09-14T00:29:39+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,4.004,348.8,87.2,344.242,766.809,9.7,14.471,7.5,3.363,1.993,0.0,7.504,19.0,2.732
debian-r05-s05,debian,debian,debian,5,5,2026-09-14T00:29:39+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,5.005,349.8,87.1,347.188,772.605,9.7,17.877,9.5,3.405,1.999,0.0,9.504,19.0,2.732
debian-r05-s06,debian,debian,debian,5,6,2026-09-14T00:29:39+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,6.008,339.0,85.1,347.199,770.73,9.7,21.127,11.5,3.24,1.994,0.0,11.504,19.0,2.732
debian-r05-s07,debian,debian,debian,5,7,2026-09-14T00:29:39+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,7.008,341.9,85.3,347.219,768.785,9.7,24.377,13.5,3.249,1.999,0.0,13.504,19.0,2.732
debian-r05-s08,debian,debian,debian,5,8,2026-09-14T00:29:39+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,8.009,349.8,87.1,347.23,767.828,9.7,27.784,15.5,3.405,1.999,0.0,15.504,19.0,2.732
debian-r05-s09,debian,debian,debian,5,9,2026-09-14T00:29:39+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,9.013,351.5,87.8,347.242,767.844,9.7,31.221,17.5,3.423,1.991,0.0,17.504,19.0,2.834
debian-r05-s10,debian,debian,debian,5,10,2026-09-14T00:29:39+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,10.014,137.9,33.9,0.0,463.516,5.8,,,,,,,1.0,2.834
debian-r06-s01,debian,debian,debian,6,1,2026-09-14T00:29:52+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,1.0,308.9,77.2,345.27,773.977,9.7,4.251,1.5,4.25,1.5,0.0,1.504,19.0,3.008
debian-r06-s02,debian,debian,debian,6,2,2026-09-14T00:29:52+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,2.004,343.6,86.1,348.012,787.711,9.9,7.563,3.5,3.299,1.992,0.0,3.504,19.0,3.008
debian-r06-s03,debian,debian,debian,6,3,2026-09-14T00:29:52+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,3.005,354.9,88.6,348.25,793.543,10.0,11.032,5.5,3.467,1.999,0.0,5.504,19.0,3.008
debian-r06-s04,debian,debian,debian,6,4,2026-09-14T00:29:52+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,4.006,347.4,86.8,348.328,791.598,10.0,14.407,7.5,3.369,1.996,0.0,7.504,19.0,3.008
debian-r06-s05,debian,debian,debian,6,5,2026-09-14T00:29:52+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,5.007,343.9,85.8,348.34,787.875,9.9,17.72,9.5,3.311,1.999,0.0,9.504,19.0,3.008
debian-r06-s06,debian,debian,debian,6,6,2026-09-14T00:29:52+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,6.008,342.7,85.4,348.367,782.953,9.9,21.001,11.5,3.278,1.998,0.0,11.504,19.0,3.408
debian-r06-s07,debian,debian,debian,6,7,2026-09-14T00:29:52+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,7.012,351.4,87.7,348.379,778.934,9.8,24.438,13.5,3.422,1.991,0.0,13.504,19.0,3.408
debian-r06-s08,debian,debian,debian,6,8,2026-09-14T00:29:52+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,8.016,342.6,85.8,348.395,775.246,9.8,27.751,15.5,3.299,1.992,0.0,15.504,19.0,3.408
debian-r06-s09,debian,debian,debian,6,9,2026-09-14T00:29:52+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,9.017,350.8,87.9,348.406,772.844,9.7,31.157,17.5,3.405,1.999,0.0,17.504,19.0,3.408
debian-r06-s10,debian,debian,debian,6,10,2026-09-14T00:29:52+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,10.017,144.9,35.9,0.0,471.18,5.9,,,,,,,1.0,3.408
debian-r07-s01,debian,debian,debian,7,1,2026-09-14T00:30:05+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,1.0,308.9,77.4,345.602,773.762,9.7,4.282,1.5,4.281,1.5,0.0,1.504,19.0,3.135
debian-r07-s02,debian,debian,debian,7,2,2026-09-14T00:30:05+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,2.003,349.0,87.1,345.91,771.668,9.7,7.626,3.5,3.334,1.994,0.0,3.504,19.0,3.135
debian-r07-s03,debian,debian,debian,7,3,2026-09-14T00:30:05+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,3.003,350.8,87.5,346.09,769.855,9.7,11.095,5.5,3.467,1.999,0.0,5.504,19.0,3.284
debian-r07-s04,debian,debian,debian,7,4,2026-09-14T00:30:05+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,4.007,349.8,87.4,346.148,767.914,9.7,14.47,7.5,3.363,1.993,0.0,7.504,19.0,3.284
debian-r07-s05,debian,debian,debian,7,5,2026-09-14T00:30:05+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,5.007,345.9,86.4,346.16,773.637,9.7,17.876,9.5,3.405,1.999,0.0,9.504,19.0,3.284
debian-r07-s06,debian,debian,debian,7,6,2026-09-14T00:30:05+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,6.008,338.9,84.3,346.172,771.688,9.7,21.126,11.5,3.249,1.999,0.0,11.504,19.0,3.284
debian-r07-s07,debian,debian,debian,7,7,2026-09-14T00:30:05+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,7.009,352.8,88.0,346.184,769.727,9.7,24.501,13.5,3.373,1.999,0.0,13.504,19.0,3.284
debian-r07-s08,debian,debian,debian,7,8,2026-09-14T00:30:05+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,8.009,346.9,86.6,346.195,767.66,9.7,27.876,15.5,3.374,1.999,0.0,15.504,19.0,3.582
debian-r07-s09,debian,debian,debian,7,9,2026-09-14T00:30:05+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,9.011,346.3,86.7,349.066,773.527,9.7,31.251,17.5,3.369,1.996,0.0,17.504,19.0,3.582
debian-r07-s10,debian,debian,debian,7,10,2026-09-14T00:30:05+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,10.012,135.8,33.1,0.0,465.523,5.9,,,,,,,1.0,3.582
debian-r08-s01,debian,debian,debian,8,1,2026-09-14T00:30:18+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,1.0,302.8,76.2,345.777,775.199,9.8,4.19,1.5,4.188,1.499,0.0,1.504,19.0,3.295
debian-r08-s02,debian,debian,debian,8,2,2026-09-14T00:30:18+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,2.001,347.7,86.8,346.137,773.336,9.7,7.534,3.5,3.341,1.998,0.0,3.504,19.0,3.295
debian-r08-s03,debian,debian,debian,8,3,2026-09-14T00:30:18+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,3.003,345.5,86.2,346.281,775.383,9.8,10.877,5.25,3.339,1.748,0.0,5.254,19.0,3.295
debian-r08-s04,debian,debian,debian,8,4,2026-09-14T00:30:18+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,4.003,350.9,87.8,346.348,773.504,9.7,14.221,7.25,3.342,1.999,0.0,7.254,19.0,3.295
debian-r08-s05,debian,debian,debian,8,5,2026-09-14T00:30:18+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,5.006,352.2,88.0,346.359,771.102,9.7,17.596,9.5,3.367,2.245,0.0,9.504,19.0,3.111
debian-r08-s06,debian,debian,debian,8,6,2026-09-14T00:30:18+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,6.006,341.8,85.1,346.371,769.344,9.7,20.846,11.25,3.248,1.749,0.0,11.254,19.0,3.111
debian-r08-s07,debian,debian,debian,8,7,2026-09-14T00:30:18+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,7.007,350.8,87.7,349.242,775.211,9.8,24.221,13.25,3.374,1.999,0.0,13.254,19.0,3.111
debian-r08-s08,debian,debian,debian,8,8,2026-09-14T00:30:18+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,8.007,352.8,88.3,349.258,773.262,9.7,27.627,15.25,3.404,1.999,0.0,15.254,19.0,3.111
debian-r08-s09,debian,debian,debian,8,9,2026-09-14T00:30:18+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,9.008,352.7,88.0,349.273,771.316,9.7,31.002,17.25,3.372,1.998,0.0,17.254,19.0,3.111
debian-r08-s10,debian,debian,debian,8,10,2026-09-14T00:30:18+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,10.008,158.9,39.4,0.0,470.48,5.9,,,,,,,1.0,3.182
debian-r09-s01,debian,debian,debian,9,1,2026-09-14T00:30:31+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,1.0,305.9,76.4,344.312,758.324,9.5,4.19,1.5,4.19,1.5,0.0,1.504,19.0,3.182
debian-r09-s02,debian,debian,debian,9,2,2026-09-14T00:30:31+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,2.001,340.9,85.4,344.871,764.367,9.6,7.471,3.25,3.28,1.749,0.0,3.254,19.0,3.408
debian-r09-s03,debian,debian,debian,9,3,2026-09-14T00:30:31+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,3.001,347.9,87.1,345.082,762.328,9.6,10.877,5.25,3.405,1.999,0.0,5.254,19.0,3.408
debian-r09-s04,debian,debian,debian,9,4,2026-09-14T00:30:31+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,4.004,347.0,86.5,348.098,768.25,9.7,14.19,7.25,3.303,1.994,0.0,7.254,19.0,3.408
debian-r09-s05,debian,debian,debian,9,5,2026-09-14T00:30:31+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,5.004,344.8,86.2,348.109,766.301,9.6,17.534,9.25,3.342,1.999,0.0,9.254,19.0,3.408
debian-r09-s06,debian,debian,debian,9,6,2026-09-14T00:30:31+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,6.005,343.9,85.9,348.121,765.09,9.6,20.815,11.25,3.28,1.999,0.0,11.254,19.0,3.408
debian-r09-s07,debian,debian,debian,9,7,2026-09-14T00:30:31+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,7.005,349.8,87.2,348.148,764.02,9.6,24.221,13.25,3.404,1.999,0.0,13.254,19.0,3.536
debian-r09-s08,debian,debian,debian,9,8,2026-09-14T00:30:31+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,8.006,344.8,86.2,348.16,764.785,9.6,27.471,15.25,3.249,1.999,0.0,15.254,19.0,3.536
debian-r09-s09,debian,debian,debian,9,9,2026-09-14T00:30:31+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,9.006,347.9,86.8,348.168,763.418,9.6,30.752,17.25,3.28,1.999,0.0,17.254,19.0,3.536
debian-r09-s10,debian,debian,debian,9,10,2026-09-14T00:30:31+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,10.007,184.9,45.7,0.0,453.281,5.7,,,,,,,1.0,3.536
debian-r10-s01,debian,debian,debian,10,1,2026-09-14T00:30:44+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,1.001,311.5,77.8,349.277,759.555,9.6,4.252,1.5,4.247,1.498,0.0,1.504,19.0,3.253
debian-r10-s02,debian,debian,debian,10,2,2026-09-14T00:30:44+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,2.003,345.4,86.4,349.719,757.527,9.5,7.565,3.5,3.307,1.997,0.0,3.504,19.0,3.253
debian-r10-s03,debian,debian,debian,10,3,2026-09-14T00:30:44+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,3.003,351.8,87.5,349.844,763.477,9.6,10.971,5.5,3.405,1.999,0.0,5.504,19.0,3.253
debian-r10-s04,debian,debian,debian,10,4,2026-09-14T00:30:44+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,4.006,342.9,86.1,349.918,769.527,9.7,14.252,7.25,3.271,1.745,0.0,7.254,19.0,3.553
debian-r10-s05,debian,debian,debian,10,5,2026-09-14T00:30:44+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,5.007,346.9,86.4,349.93,767.605,9.7,17.565,9.25,3.311,1.999,0.0,9.254,19.0,3.553
debian-r10-s06,debian,debian,debian,10,6,2026-09-14T00:30:44+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,6.007,338.8,84.8,349.938,773.352,9.7,20.784,11.25,3.217,1.999,0.0,11.254,19.0,3.553
