elapsed_s,process_cpu_percent,system_cpu_percent,process_rss_mb,system_memory_used_mb,system_memory_percent,logical_read_mb,logical_write_mb,logical_read_rate_mb_s,logical_write_rate_mb_s,storage_read_mb,storage_write_mb,threads,load_1m
1.0,300.9,74.8,304.84,977.035,12.3,3.939,1.25,3.939,1.25,0.0,1.254,19.0,3.424
2.001,365.5,90.9,305.977,978.91,12.4,7.408,3.5,3.464,2.247,0.0,3.504,19.0,3.424
3.002,372.6,92.1,306.379,978.414,12.4,10.877,5.5,3.465,1.998,0.0,5.504,19.0,3.39
4.004,370.3,91.9,306.551,978.133,12.4,14.314,7.5,3.431,1.996,0.0,7.504,19.0,3.39
5.005,366.8,91.1,306.57,978.559,12.4,17.752,9.5,3.436,1.999,0.0,9.504,19.0,3.39
6.007,358.3,88.9,306.652,978.535,12.4,21.033,11.5,3.275,1.996,0.0,11.504,19.0,3.39
7.008,370.7,91.8,306.664,978.254,12.4,24.439,13.5,3.404,1.998,0.0,13.504,19.0,3.39
8.008,365.8,90.4,306.68,978.426,12.4,27.877,15.5,3.436,1.999,0.0,15.504,19.0,3.6
9.012,370.7,91.4,306.699,978.402,12.4,31.314,17.5,3.426,1.993,0.0,17.504,19.0,3.6
10.012,122.9,30.4,0.0,736.977,9.3,31.555,18.615,0.24,1.115,0.0,18.617,1.0,3.6
