elapsed_s,process_cpu_percent,system_cpu_percent,process_rss_mb,system_memory_used_mb,system_memory_percent,logical_read_mb,logical_write_mb,logical_read_rate_mb_s,logical_write_rate_mb_s,storage_read_mb,storage_write_mb,threads,load_1m
1.0,304.9,75.6,304.566,994.516,12.6,4.064,1.5,4.064,1.5,0.0,1.504,19.0,1.604
2.001,364.8,89.9,305.676,1001.895,12.7,7.439,3.5,3.373,1.999,0.0,3.504,19.0,1.604
3.001,371.8,92.8,306.148,1001.395,12.6,11.002,5.5,3.56,1.999,0.0,5.504,19.0,1.604
4.003,374.3,92.8,306.246,1000.898,12.6,14.439,7.5,3.431,1.996,0.0,7.504,19.0,1.604
5.004,363.8,89.9,306.273,1000.555,12.6,17.939,9.75,3.498,2.249,0.0,9.754,19.0,1.604
6.004,356.8,88.4,306.359,1000.508,12.6,21.283,11.75,3.342,1.999,0.0,11.754,19.0,2.116
7.005,369.8,91.8,306.383,1000.227,12.6,24.783,13.75,3.498,1.999,0.0,13.754,19.0,2.116
8.005,367.8,90.9,306.414,999.961,12.6,28.314,15.75,3.529,1.999,0.0,15.754,19.0,2.116
9.006,369.8,91.8,306.453,999.887,12.6,31.555,18.0,3.239,2.249,0.0,18.004,12.0,2.116
10.007,61.9,15.4,0.0,762.191,9.6,31.555,18.615,0.0,0.615,0.0,18.617,1.0,2.116
