elapsed_s,process_cpu_percent,system_cpu_percent,process_rss_mb,system_memory_used_mb,system_memory_percent,logical_read_mb,logical_write_mb,logical_read_rate_mb_s,logical_write_rate_mb_s,storage_read_mb,storage_write_mb,threads,load_1m
1.002,301.4,74.6,304.496,994.297,12.6,4.001,1.25,3.994,1.248,0.0,1.254,19.0,2.285
2.002,369.8,91.6,305.727,1002.305,12.7,7.47,3.5,3.467,2.249,0.0,3.504,19.0,2.285
3.003,369.8,91.6,306.086,1002.031,12.7,10.876,5.5,3.405,1.999,0.0,5.504,19.0,2.285
4.003,369.8,91.9,306.227,1001.75,12.6,14.157,7.5,3.28,1.999,0.0,7.504,19.0,2.285
5.004,361.8,89.1,306.238,1001.309,12.6,17.407,9.25,3.249,1.749,0.0,9.254,19.0,2.502
6.006,356.3,87.9,306.328,1001.027,12.6,20.626,11.25,3.212,1.996,0.0,11.254,19.0,2.502
7.006,376.8,93.3,306.348,1000.766,12.6,24.001,13.25,3.373,1.999,0.0,13.254,19.0,2.502
8.007,372.8,92.8,306.375,1000.719,12.6,27.376,15.25,3.373,1.999,0.0,15.254,19.0,2.502
9.008,370.3,92.1,306.395,1000.68,12.6,30.814,17.25,3.431,1.996,0.0,17.254,19.0,2.502
10.009,175.9,43.7,0.0,755.176,9.5,31.554,18.615,0.74,1.364,0.0,18.617,1.0,2.783
