elapsed_s,process_cpu_percent,system_cpu_percent,process_rss_mb,system_memory_used_mb,system_memory_percent,logical_read_mb,logical_write_mb,logical_read_rate_mb_s,logical_write_rate_mb_s,storage_read_mb,storage_write_mb,threads,load_1m
1.001,308.7,77.0,304.441,1019.801,12.9,4.063,1.5,4.06,1.499,0.0,1.504,19.0,3.561
2.001,373.8,92.8,305.59,1019.523,12.9,7.594,3.5,3.529,1.999,0.0,3.504,19.0,3.561
3.002,367.8,91.1,305.953,1019.023,12.9,11.125,5.5,3.53,1.999,0.0,5.504,19.0,3.561
4.002,368.8,91.1,306.043,1018.699,12.9,14.594,7.75,3.467,2.249,0.0,7.754,19.0,3.676
5.003,368.6,91.4,306.062,1018.199,12.9,18.094,9.75,3.497,1.998,0.0,9.754,19.0,3.676
6.004,354.6,87.2,306.16,1017.695,12.8,21.375,11.75,3.278,1.998,0.0,11.754,19.0,3.676
7.005,374.8,93.5,306.176,1017.871,12.9,24.875,13.75,3.498,1.999,0.0,13.754,19.0,3.676
8.007,372.3,92.1,306.223,1017.301,12.8,28.375,16.0,3.493,2.246,0.0,16.004,19.0,3.676
9.007,368.8,91.4,306.199,1014.195,12.8,31.553,18.0,3.177,1.999,0.0,18.004,12.0,3.863
10.008,67.0,16.4,0.0,762.285,9.6,31.553,18.615,0.0,0.615,0.0,18.617,1.0,3.863
