elapsed_s,process_cpu_percent,system_cpu_percent,process_rss_mb,system_memory_used_mb,system_memory_percent,logical_read_mb,logical_write_mb,logical_read_rate_mb_s,logical_write_rate_mb_s,storage_read_mb,storage_write_mb,threads,load_1m
1.001,322.6,79.6,322.062,813.637,10.3,4.178,1.5,4.173,1.498,0.0,1.504,19.0,2.981
2.002,358.8,88.8,322.656,813.832,10.3,7.553,3.5,3.373,1.999,0.0,3.504,19.0,2.981
3.002,368.8,90.8,322.816,813.953,10.3,11.084,5.75,3.53,2.249,0.0,5.754,19.0,3.384
4.002,365.9,90.9,330.855,829.68,10.5,14.553,7.75,3.467,1.999,0.0,7.754,19.0,3.384
5.003,373.6,92.6,330.867,829.625,10.5,18.147,9.75,3.59,1.998,0.0,9.754,19.0,3.384
6.004,359.8,89.1,330.949,837.129,10.6,21.553,12.0,3.405,2.249,0.0,12.004,19.0,3.384
7.004,372.8,92.3,330.965,836.598,10.6,25.115,14.0,3.561,1.999,0.0,14.004,19.0,3.384
8.007,369.1,91.6,330.992,836.074,10.5,28.584,16.0,3.46,1.995,0.0,16.004,19.0,3.434
9.007,355.9,87.9,330.625,834.57,10.5,31.45,18.25,2.864,2.249,0.0,18.254,7.0,3.434
10.008,38.0,8.9,0.0,532.004,6.7,31.45,18.618,0.0,0.368,0.0,18.621,1.0,3.434
