elapsed_s,process_cpu_percent,system_cpu_percent,process_rss_mb,system_memory_used_mb,system_memory_percent,logical_read_mb,logical_write_mb,logical_read_rate_mb_s,logical_write_rate_mb_s,storage_read_mb,storage_write_mb,threads,load_1m
1.0,320.9,79.0,324.145,813.875,10.3,4.175,1.5,4.175,1.5,0.0,1.504,19.0,2.914
2.001,365.6,90.2,324.613,813.621,10.3,7.612,3.5,3.434,1.998,0.0,3.504,19.0,2.914
3.002,371.5,91.9,324.832,813.211,10.3,11.237,5.75,3.62,2.247,0.0,5.754,19.0,2.914
4.003,363.8,90.1,324.871,814.516,10.3,14.675,7.75,3.436,1.999,0.0,7.754,19.0,2.914
5.003,368.8,90.9,324.887,812.105,10.2,18.175,9.75,3.498,1.999,0.0,9.754,19.0,2.914
6.004,354.6,87.7,324.969,811.422,10.2,21.487,11.75,3.309,1.998,0.0,11.754,19.0,3.241
7.005,371.8,92.6,332.852,821.336,10.4,25.019,14.0,3.53,2.249,0.0,14.004,19.0,3.241
8.005,370.8,92.1,332.887,821.254,10.4,28.487,16.0,3.467,1.999,0.0,16.004,19.0,3.241
9.006,366.8,90.1,332.516,820.656,10.4,31.447,18.25,2.958,2.249,0.0,18.254,7.0,3.241
10.006,39.0,9.7,0.0,544.422,6.9,31.447,18.618,0.0,0.368,0.0,18.621,1.0,3.241
