elapsed_s,process_cpu_percent,system_cpu_percent,process_rss_mb,system_memory_used_mb,system_memory_percent,logical_read_mb,logical_write_mb,logical_read_rate_mb_s,logical_write_rate_mb_s,storage_read_mb,storage_write_mb,threads,load_1m
1.0,320.8,79.1,323.137,813.801,10.3,4.177,1.5,4.175,1.5,0.0,1.504,19.0,3.186
2.001,363.7,90.1,323.699,821.418,10.4,7.646,3.5,3.466,1.999,0.0,3.504,19.0,3.186
3.002,370.7,91.6,323.891,821.316,10.4,11.239,5.75,3.591,2.248,0.0,5.754,19.0,3.186
4.002,367.8,91.3,323.941,821.035,10.4,14.677,7.75,3.436,1.999,0.0,7.754,19.0,3.186
5.003,369.6,91.1,324.008,820.531,10.3,18.146,9.75,3.465,1.998,0.0,9.754,19.0,3.492
6.004,357.8,88.9,324.09,828.031,10.4,21.552,12.0,3.405,2.249,0.0,12.004,19.0,3.492
7.004,372.8,92.3,324.113,828.438,10.4,25.052,14.0,3.498,1.999,0.0,14.004,19.0,3.492
8.005,370.6,91.6,324.164,829.246,10.5,28.583,16.0,3.528,1.998,0.0,16.004,19.0,3.492
9.006,354.9,87.4,323.797,828.684,10.5,31.449,18.0,2.864,1.999,0.0,18.004,7.0,3.492
10.007,40.0,10.0,0.0,535.449,6.8,31.449,18.618,0.0,0.618,0.0,18.621,1.0,3.452
