elapsed_s,process_cpu_percent,system_cpu_percent,process_rss_mb,system_memory_used_mb,system_memory_percent,logical_read_mb,logical_write_mb,logical_read_rate_mb_s,logical_write_rate_mb_s,storage_read_mb,storage_write_mb,threads,load_1m
1.0,314.8,78.2,326.141,730.078,9.2,4.018,1.5,4.016,1.5,0.0,1.504,19.0,3.536
2.001,369.6,91.4,326.609,729.582,9.2,7.393,3.5,3.371,1.998,0.0,3.504,19.0,3.536
3.002,366.8,90.6,326.855,729.305,9.2,10.83,5.5,3.436,1.999,0.0,5.504,19.0,3.536
4.003,367.8,91.1,326.914,728.805,9.2,14.143,7.5,3.31,1.999,0.0,7.504,19.0,3.536
5.004,362.6,89.6,326.949,728.305,9.2,17.518,9.5,3.372,1.998,0.0,9.504,19.0,3.536
6.004,356.8,88.7,327.031,728.234,9.2,20.736,11.5,3.217,1.999,0.0,11.504,19.0,3.653
7.005,369.8,91.6,327.047,728.211,9.2,24.143,13.5,3.404,1.999,0.0,13.504,19.0,3.653
8.006,369.7,91.9,327.062,727.707,9.2,27.549,15.5,3.403,1.998,0.0,15.504,19.0,3.653
9.006,372.8,92.3,327.078,735.273,9.3,30.924,17.5,3.374,1.999,0.0,17.504,19.0,3.653
10.006,151.9,37.7,0.0,445.586,5.6,31.446,18.618,0.522,1.118,0.0,18.621,1.0,3.653
