elapsed_s,process_cpu_percent,system_cpu_percent,process_rss_mb,system_memory_used_mb,system_memory_percent,logical_read_mb,logical_write_mb,logical_read_rate_mb_s,logical_write_rate_mb_s,storage_read_mb,storage_write_mb,threads,load_1m
1.0,325.9,80.7,323.32,740.801,9.3,4.112,1.5,4.112,1.5,0.0,1.504,19.0,2.822
2.001,362.7,89.4,323.957,741.223,9.3,7.487,3.5,3.372,1.998,0.0,3.504,19.0,2.822
3.001,372.8,92.8,324.188,740.941,9.3,11.05,5.5,3.561,1.999,0.0,5.504,19.0,2.822
4.003,366.4,90.9,324.203,740.66,9.3,14.456,7.5,3.401,1.997,0.0,7.504,19.0,3.237
5.004,369.8,90.9,324.227,740.551,9.3,17.956,9.75,3.497,2.248,0.0,9.754,19.0,3.237
6.004,359.8,89.4,324.316,740.98,9.3,21.269,11.75,3.311,1.999,0.0,11.754,19.0,3.237
7.006,376.4,93.1,324.328,738.199,9.3,24.769,13.75,3.495,1.997,0.0,13.754,19.0,3.237
8.006,366.8,90.4,324.391,735.895,9.3,28.206,15.75,3.436,1.999,0.0,15.754,19.0,3.237
9.007,369.8,91.6,324.422,733.379,9.3,31.447,17.75,3.239,1.999,0.0,17.754,18.0,3.299
10.007,74.0,18.4,0.0,433.652,5.5,31.447,18.618,0.0,0.868,0.0,18.621,1.0,3.299
