elapsed_s,process_cpu_percent,system_cpu_percent,process_rss_mb,system_memory_used_mb,system_memory_percent,logical_read_mb,logical_write_mb,logical_read_rate_mb_s,logical_write_rate_mb_s,storage_read_mb,storage_write_mb,threads,load_1m
1.0,315.9,78.2,317.352,702.02,8.9,4.081,1.5,4.081,1.5,0.0,1.504,19.0,1.934
2.001,361.8,89.1,321.898,709.465,8.9,7.55,3.5,3.467,1.999,0.0,3.504,19.0,1.934
3.001,366.8,90.9,322.066,709.344,8.9,11.081,5.75,3.53,2.249,0.0,5.754,19.0,2.18
4.002,361.8,88.5,322.125,709.062,8.9,14.519,7.75,3.436,1.999,0.0,7.754,19.0,2.18
5.004,369.9,91.9,322.148,709.25,8.9,18.05,9.75,3.521,1.994,0.0,9.754,19.0,2.18
6.006,353.5,87.4,322.246,709.195,8.9,21.425,11.75,3.371,1.997,0.0,11.754,19.0,2.18
7.006,368.8,91.2,322.258,708.887,8.9,24.894,13.75,3.467,1.999,0.0,13.754,19.0,2.18
8.007,366.8,90.9,322.277,708.512,8.9,28.362,16.0,3.467,2.249,0.0,16.004,19.0,2.406
9.007,357.8,88.2,324.258,716.441,9.0,31.447,18.0,3.083,1.999,0.0,18.004,8.0,2.406
10.008,58.0,14.4,0.0,430.559,5.4,31.447,18.618,0.0,0.618,0.0,18.621,1.0,2.406
