elapsed_s,process_cpu_percent,system_cpu_percent,process_rss_mb,system_memory_used_mb,system_memory_percent,logical_read_mb,logical_write_mb,logical_read_rate_mb_s,logical_write_rate_mb_s,storage_read_mb,storage_write_mb,threads,load_1m
1.0,320.9,79.3,333.316,733.668,9.3,4.206,1.5,4.206,1.5,0.0,1.504,19.0,2.024
2.001,362.8,89.4,333.762,733.863,9.3,7.644,3.5,3.435,1.999,0.0,3.504,19.0,2.024
3.003,368.3,91.4,333.93,733.516,9.3,11.206,5.75,3.556,2.246,0.0,5.754,19.0,2.024
4.003,364.9,89.9,334.027,733.484,9.3,14.675,7.75,3.467,1.999,0.0,7.754,19.0,2.024
5.003,369.8,91.3,334.043,733.219,9.2,18.206,9.75,3.53,1.999,0.0,9.754,19.0,2.024
6.004,361.9,89.4,334.125,733.555,9.3,21.581,12.0,3.374,2.249,0.0,12.004,19.0,2.103
7.005,368.6,91.4,334.141,733.266,9.2,25.081,14.0,3.496,1.998,0.0,14.004,19.0,2.103
8.005,365.8,90.4,334.168,733.66,9.3,28.55,16.0,3.467,1.999,0.0,16.004,19.0,2.103
9.006,363.8,89.9,333.93,733.531,9.3,31.447,18.25,2.895,2.249,0.0,18.254,7.0,2.103
10.006,36.0,8.9,0.0,429.828,5.4,31.447,18.618,0.0,0.368,0.0,18.621,1.0,2.103
