elapsed_s,process_cpu_percent,system_cpu_percent,process_rss_mb,system_memory_used_mb,system_memory_percent,logical_read_mb,logical_write_mb,logical_read_rate_mb_s,logical_write_rate_mb_s,storage_read_mb,storage_write_mb,threads,load_1m
1.0,306.9,76.9,313.289,854.359,11.5,4.236,1.5,4.235,1.5,0.0,1.504,19.0,3.411
2.001,349.9,87.9,314.391,853.863,11.5,7.611,3.5,3.374,1.999,0.0,3.504,19.0,3.411
3.001,355.8,88.9,314.812,854.055,11.5,11.08,5.5,3.467,1.999,0.0,5.504,19.0,3.538
4.004,348.9,87.4,314.902,853.777,11.5,14.455,7.5,3.365,1.994,0.0,7.504,19.0,3.538
5.005,348.9,87.1,314.922,853.516,11.5,17.83,9.5,3.374,1.999,0.0,9.504,19.0,3.538
6.005,343.8,86.1,315.008,853.445,11.5,21.111,11.5,3.28,1.999,0.0,11.504,19.0,3.538
7.006,352.6,88.1,315.02,853.18,11.5,24.486,13.5,3.371,1.998,0.0,13.504,19.0,3.538
8.007,356.8,89.2,315.066,853.336,11.5,27.955,15.5,3.467,1.999,0.0,15.504,19.0,3.655
9.007,357.8,89.6,315.078,852.809,11.5,31.142,17.5,3.186,1.999,0.0,17.504,19.0,3.655
10.008,147.9,37.1,0.0,585.867,7.9,,,,,,,1.0,3.655
