elapsed_s,process_cpu_percent,system_cpu_percent,process_rss_mb,system_memory_used_mb,system_memory_percent,logical_read_mb,logical_write_mb,logical_read_rate_mb_s,logical_write_rate_mb_s,storage_read_mb,storage_write_mb,threads,load_1m
1.002,312.3,78.4,310.223,859.531,11.6,4.267,1.5,4.258,1.497,0.0,1.504,19.0,2.764
2.003,350.9,87.6,314.289,867.707,11.7,7.611,3.5,3.342,1.999,0.0,3.504,19.0,3.104
3.003,354.9,89.0,314.707,867.562,11.7,11.08,5.5,3.467,1.999,0.0,5.504,19.0,3.104
4.003,359.8,89.9,314.809,867.52,11.7,14.517,7.5,3.436,1.999,0.0,7.504,19.0,3.104
5.004,350.9,87.9,314.828,867.02,11.7,17.892,9.5,3.374,1.999,0.0,9.504,19.0,3.104
6.004,345.8,86.3,314.91,866.738,11.7,21.174,11.5,3.28,1.999,0.0,11.504,19.0,3.104
7.006,359.5,90.1,314.926,866.645,11.7,24.611,13.5,3.433,1.997,0.0,13.504,19.0,3.576
8.006,352.9,88.4,314.941,866.121,11.7,28.017,15.5,3.405,1.999,0.0,15.504,19.0,3.576
9.009,355.9,88.9,314.961,874.387,11.8,31.392,17.5,3.365,1.994,0.0,17.504,19.0,3.576
10.01,114.9,28.6,0.0,602.992,8.1,,,,,,,1.0,3.576
