elapsed_s,process_cpu_percent,system_cpu_percent,process_rss_mb,system_memory_used_mb,system_memory_percent,logical_read_mb,logical_write_mb,logical_read_rate_mb_s,logical_write_rate_mb_s,storage_read_mb,storage_write_mb,threads,load_1m
1.0,312.9,78.6,313.523,863.059,11.6,4.267,1.5,4.267,1.5,0.0,1.504,19.0,2.539
2.002,346.2,86.6,314.562,862.781,11.6,7.611,3.5,3.336,1.995,0.0,3.504,19.0,2.539
3.003,350.8,87.7,314.984,862.285,11.6,11.049,5.5,3.436,1.999,0.0,5.504,19.0,2.736
4.003,353.9,88.5,315.078,862.004,11.6,14.455,7.5,3.405,1.999,0.0,7.504,19.0,2.736
5.004,345.9,86.8,315.109,861.508,11.6,17.799,9.5,3.342,1.999,0.0,9.504,19.0,2.736
6.006,349.2,87.4,315.195,861.441,11.6,21.111,11.5,3.305,1.995,0.0,11.504,19.0,2.736
7.006,360.9,90.4,315.25,861.145,11.6,24.58,13.5,3.467,1.999,0.0,13.504,19.0,2.736
8.007,347.9,86.9,315.266,860.617,11.6,27.986,15.5,3.405,1.999,0.0,15.504,19.0,3.078
9.007,359.9,89.9,315.277,860.488,11.6,31.392,17.5,3.405,1.999,0.0,17.504,19.0,3.078
10.008,116.9,29.3,0.0,592.441,8.0,,,,,,,1.0,3.078
