elapsed_s,process_cpu_percent,system_cpu_percent,process_rss_mb,system_memory_used_mb,system_memory_percent,logical_read_mb,logical_write_mb,logical_read_rate_mb_s,logical_write_rate_mb_s,storage_read_mb,storage_write_mb,threads,load_1m
1.001,318.7,79.8,313.219,860.895,11.6,4.392,1.5,4.389,1.499,0.0,1.504,19.0,1.799
2.001,350.8,87.8,314.254,868.273,11.7,7.799,3.5,3.405,1.999,0.0,3.504,19.0,1.799
3.002,353.8,88.3,314.668,867.93,11.7,11.299,5.75,3.498,2.249,0.0,5.754,19.0,1.799
4.002,349.8,88.2,314.746,868.289,11.7,14.705,7.75,3.404,1.999,0.0,7.754,19.0,1.799
5.004,353.6,88.6,314.773,868.398,11.7,18.142,9.75,3.434,1.998,0.0,9.754,19.0,1.975
6.004,344.8,85.9,314.859,868.113,11.7,21.455,11.75,3.311,1.999,0.0,11.754,19.0,1.975
7.005,352.8,88.4,314.875,867.805,11.7,24.861,13.75,3.404,1.999,0.0,13.754,19.0,1.975
8.005,350.8,87.7,314.914,867.504,11.7,28.299,15.75,3.436,1.999,0.0,15.754,19.0,1.975
9.007,356.3,89.4,314.988,867.145,11.7,31.445,17.75,3.141,1.996,0.0,17.754,17.0,1.975
10.007,82.0,20.3,0.0,588.84,7.9,,,,,,,1.0,1.817
