elapsed_s,process_cpu_percent,system_cpu_percent,process_rss_mb,system_memory_used_mb,system_memory_percent,logical_read_mb,logical_write_mb,logical_read_rate_mb_s,logical_write_rate_mb_s,storage_read_mb,storage_write_mb,threads,load_1m
1.0,313.9,78.5,346.434,770.723,9.7,4.254,1.5,4.254,1.5,0.0,1.504,19.0,2.233
2.002,343.2,86.3,346.914,768.781,9.7,7.629,3.5,3.367,1.995,0.0,3.504,19.0,2.233
3.003,347.9,86.8,349.09,774.633,9.8,11.035,5.5,3.405,1.999,0.0,5.504,19.0,2.214
4.006,351.0,87.5,349.102,780.629,9.8,14.442,7.5,3.397,1.994,0.0,7.504,19.0,2.214
5.006,346.8,86.8,349.113,778.68,9.8,17.848,9.5,3.405,1.999,0.0,9.504,19.0,2.214
6.006,341.8,85.2,349.129,776.609,9.8,21.129,11.5,3.28,1.999,0.0,11.504,19.0,2.214
7.007,352.8,88.2,349.141,774.59,9.8,24.473,13.5,3.342,1.999,0.0,13.504,19.0,2.214
8.007,346.9,86.6,349.152,772.586,9.7,27.879,15.5,3.405,1.999,0.0,15.504,19.0,2.117
9.01,347.1,86.4,349.164,770.52,9.7,31.223,17.5,3.335,1.995,0.0,17.504,19.0,2.117
10.011,135.9,34.1,0.0,465.902,5.9,,,,,,,1.0,2.117
