elapsed_s,process_cpu_percent,system_cpu_percent,process_rss_mb,system_memory_used_mb,system_memory_percent,logical_read_mb,logical_write_mb,logical_read_rate_mb_s,logical_write_rate_mb_s,storage_read_mb,storage_write_mb,threads,load_1m
1.0,308.9,77.5,346.344,772.543,9.7,4.252,1.5,4.252,1.5,0.0,1.504,19.0,2.117
2.002,348.2,87.0,346.887,778.629,9.8,7.565,3.5,3.305,1.995,0.0,3.504,19.0,2.117
3.003,351.8,87.4,347.004,776.543,9.8,10.971,5.5,3.404,1.999,0.0,5.504,19.0,2.117
4.004,346.9,86.8,347.023,774.414,9.7,14.284,7.5,3.311,1.999,0.0,7.504,19.0,2.117
5.004,348.7,87.2,347.035,772.449,9.7,17.659,9.5,3.372,1.998,0.0,9.504,19.0,2.117
6.006,344.5,85.8,349.984,778.582,9.8,20.877,11.25,3.214,1.748,0.0,11.254,19.0,2.428
7.006,350.8,87.8,349.996,782.66,9.9,24.284,13.5,3.405,2.249,0.0,13.504,19.0,2.428
8.01,351.7,87.8,350.008,779.168,9.8,27.69,15.5,3.394,1.993,0.0,15.504,19.0,2.428
9.01,350.8,87.7,350.02,777.215,9.8,31.034,17.5,3.342,1.999,0.0,17.504,19.0,2.428
10.011,157.9,39.0,0.0,463.074,5.8,,,,,,,1.0,2.428
