elapsed_s,process_cpu_percent,system_cpu_percent,process_rss_mb,system_memory_used_mb,system_memory_percent,logical_read_mb,logical_write_mb,logical_read_rate_mb_s,logical_write_rate_mb_s,storage_read_mb,storage_write_mb,threads,load_1m
1.0,304.9,76.3,345.562,769.566,9.7,4.221,1.5,4.221,1.5,0.0,1.504,19.0,1.947
2.004,349.7,87.3,346.078,767.633,9.7,7.627,3.5,3.394,1.993,0.0,3.504,19.0,1.947
3.004,349.9,87.1,346.219,766.617,9.7,11.034,5.5,3.405,1.999,0.0,5.504,19.0,1.947
4.005,343.9,86.0,346.293,764.582,9.6,14.315,7.5,3.28,1.999,0.0,7.504,19.0,1.947
5.005,348.8,87.2,346.305,762.508,9.6,17.721,9.5,3.405,1.999,0.0,9.504,19.0,2.111
6.005,345.9,86.4,346.316,760.555,9.6,20.971,11.5,3.249,1.999,0.0,11.504,19.0,2.111
7.008,341.2,85.4,346.332,766.559,9.7,24.315,13.5,3.336,1.995,0.0,13.504,19.0,2.111
8.008,345.9,86.5,346.348,764.738,9.6,27.627,15.25,3.311,1.749,0.0,15.254,19.0,2.111
9.01,351.5,87.6,346.359,762.586,9.6,31.034,17.25,3.401,1.997,0.0,17.254,19.0,2.111
10.01,156.9,38.5,0.0,466.355,5.9,,,,,,,1.0,2.183
