elapsed_s,process_cpu_percent,system_cpu_percent,process_rss_mb,system_memory_used_mb,system_memory_percent,logical_read_mb,logical_write_mb,logical_read_rate_mb_s,logical_write_rate_mb_s,storage_read_mb,storage_write_mb,threads,load_1m
1.0,308.9,77.5,343.555,764.863,9.6,4.252,1.5,4.252,1.5,0.0,1.504,19.0,2.622
2.0,349.9,87.5,344.031,762.906,9.6,7.627,3.5,3.374,1.999,0.0,3.504,19.0,2.622
3.001,349.9,87.1,344.176,768.75,9.7,11.096,5.5,3.467,1.999,0.0,5.504,19.0,2.622
4.004,348.8,87.2,344.242,766.809,9.7,14.471,7.5,3.363,1.993,0.0,7.504,19.0,2.732
5.005,349.8,87.1,347.188,772.605,9.7,17.877,9.5,3.405,1.999,0.0,9.504,19.0,2.732
6.008,339.0,85.1,347.199,770.73,9.7,21.127,11.5,3.24,1.994,0.0,11.504,19.0,2.732
7.008,341.9,85.3,347.219,768.785,9.7,24.377,13.5,3.249,1.999,0.0,13.504,19.0,2.732
8.009,349.8,87.1,347.23,767.828,9.7,27.784,15.5,3.405,1.999,0.0,15.504,19.0,2.732
9.013,351.5,87.8,347.242,767.844,9.7,31.221,17.5,3.423,1.991,0.0,17.504,19.0,2.834
10.014,137.9,33.9,0.0,463.516,5.8,,,,,,,1.0,2.834
