elapsed_s,process_cpu_percent,system_cpu_percent,process_rss_mb,system_memory_used_mb,system_memory_percent,logical_read_mb,logical_write_mb,logical_read_rate_mb_s,logical_write_rate_mb_s,storage_read_mb,storage_write_mb,threads,load_1m
1.0,311.9,77.5,300.449,878.121,11.1,4.133,1.5,4.132,1.5,0.0,1.504,19.0,3.172
2.001,371.6,92.1,301.484,878.301,11.1,7.633,3.5,3.496,1.998,0.0,3.504,19.0,3.399
3.002,365.8,91.5,301.906,877.742,11.1,11.164,5.75,3.53,2.249,0.0,5.754,19.0,3.399
4.002,362.8,89.7,301.965,877.246,11.1,14.601,7.75,3.436,1.999,0.0,7.754,19.0,3.399
5.003,369.8,91.6,301.98,876.965,11.1,18.07,9.75,3.467,1.999,0.0,9.754,19.0,3.399
6.003,356.8,87.9,302.094,876.918,11.1,21.445,11.75,3.374,1.999,0.0,11.754,19.0,3.399
7.003,370.8,91.9,302.109,876.871,11.1,24.914,13.75,3.467,1.999,0.0,13.754,19.0,3.527
8.004,360.8,88.9,302.145,876.551,11.1,28.383,16.0,3.467,2.249,0.0,16.004,19.0,3.527
9.005,363.5,90.1,302.121,876.27,11.1,31.53,18.0,3.143,1.997,0.0,18.004,12.0,3.527
10.006,64.0,15.6,0.0,627.836,7.9,31.53,18.615,0.0,0.615,0.0,18.617,1.0,3.527
