elapsed_s,process_cpu_percent,system_cpu_percent,process_rss_mb,system_memory_used_mb,system_memory_percent,logical_read_mb,logical_write_mb,logical_read_rate_mb_s,logical_write_rate_mb_s,storage_read_mb,storage_write_mb,threads,load_1m
1.0,305.8,75.7,297.355,867.469,10.9,4.07,1.5,4.069,1.5,0.0,1.504,19.0,2.653
2.001,360.8,89.1,301.484,867.184,10.9,7.508,3.5,3.435,1.999,0.0,3.504,19.0,2.653
3.002,365.6,90.1,301.918,866.691,10.9,11.07,5.5,3.559,1.998,0.0,5.504,19.0,2.841
4.005,363.1,90.1,301.992,866.891,10.9,14.508,7.5,3.429,1.995,0.0,7.504,19.0,2.841
5.005,364.8,90.2,302.016,867.309,10.9,18.008,9.75,3.498,2.249,0.0,9.754,19.0,2.841
6.006,359.6,88.6,302.098,867.031,10.9,21.445,11.75,3.434,1.998,0.0,11.754,19.0,2.841
7.007,368.8,91.8,302.133,866.984,10.9,24.945,13.75,3.499,1.999,0.0,13.754,19.0,2.841
8.007,367.8,91.1,302.148,866.664,10.9,28.445,16.0,3.498,2.249,0.0,16.004,19.0,3.094
9.008,360.8,88.7,301.941,866.602,10.9,31.53,18.0,3.082,1.999,0.0,18.004,8.0,3.094
10.009,54.0,13.9,0.0,630.336,8.0,31.53,18.615,0.0,0.615,0.0,18.617,1.0,3.094
