elapsed_s,process_cpu_percent,system_cpu_percent,process_rss_mb,system_memory_used_mb,system_memory_percent,logical_read_mb,logical_write_mb,logical_read_rate_mb_s,logical_write_rate_mb_s,storage_read_mb,storage_write_mb,threads,load_1m
1.0,306.9,76.3,300.5,878.543,11.1,4.102,1.5,4.102,1.5,0.0,1.504,19.0,1.384
2.001,366.8,90.6,301.598,878.039,11.1,7.602,3.5,3.498,1.999,0.0,3.504,19.0,1.834
3.001,357.8,88.7,301.949,877.98,11.1,11.134,5.5,3.529,1.999,0.0,5.504,19.0,1.834
4.002,362.8,89.2,302.023,877.891,11.1,14.634,7.75,3.498,2.249,0.0,7.754,19.0,1.834
5.003,366.5,90.6,302.059,877.609,11.1,18.165,9.75,3.526,1.997,0.0,9.754,19.0,1.834
6.004,354.8,87.9,302.145,877.547,11.1,21.54,11.75,3.373,1.999,0.0,11.754,19.0,1.834
7.004,371.8,92.3,302.164,877.438,11.1,25.071,14.0,3.53,2.249,0.0,14.004,19.0,2.008
8.005,365.8,90.6,302.18,876.938,11.1,28.602,16.0,3.53,1.999,0.0,16.004,19.0,2.008
9.006,359.5,88.9,301.906,876.375,11.1,31.53,18.25,2.924,2.247,0.0,18.254,7.0,2.008
10.007,36.0,9.4,0.0,637.805,8.1,31.53,18.615,0.0,0.365,0.0,18.617,1.0,2.008
