elapsed_s,process_cpu_percent,system_cpu_percent,process_rss_mb,system_memory_used_mb,system_memory_percent,logical_read_mb,logical_write_mb,logical_read_rate_mb_s,logical_write_rate_mb_s,storage_read_mb,storage_write_mb,threads,load_1m
1.0,309.9,76.9,300.492,878.402,11.1,4.101,1.5,4.101,1.5,0.0,1.504,19.0,1.847
2.002,361.4,89.1,301.543,878.887,11.1,7.57,3.5,3.463,1.997,0.0,3.504,19.0,1.847
3.002,370.8,91.4,301.973,878.547,11.1,11.164,5.75,3.592,2.249,0.0,5.754,19.0,1.847
4.003,360.8,89.4,302.031,878.266,11.1,14.633,7.75,3.467,1.999,0.0,7.754,19.0,2.1
5.003,370.8,91.6,302.051,878.457,11.1,18.164,9.75,3.529,1.999,0.0,9.754,19.0,2.1
6.004,357.8,88.7,302.176,878.172,11.1,21.601,11.75,3.436,1.999,0.0,11.754,19.0,2.1
7.006,364.0,89.9,302.191,878.074,11.1,25.07,14.0,3.46,2.244,0.0,14.004,19.0,2.1
8.007,365.8,90.1,302.207,878.027,11.1,28.57,16.0,3.498,1.999,0.0,16.004,19.0,2.1
9.007,361.9,88.9,301.934,877.465,11.1,31.53,18.25,2.958,2.249,0.0,18.254,7.0,2.412
10.008,39.0,10.1,0.0,623.09,7.9,31.53,18.615,0.0,0.365,0.0,18.617,1.0,2.412
